image_path,ground_truth,prediction,success,error
../data/validation/Egg_omlete/000582.jpg,Egg_omlete,Egg Bhuna,True,
../data/validation/Egg_omlete/000583.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000597.jpg,Egg_omlete,Omelette,True,
../data/validation/Egg_omlete/000540.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000554.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000568.jpg,Egg_omlete,Beguni,True,
../data/validation/Egg_omlete/000550.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000544.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000578.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000593.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000586.jpg,Egg_omlete,Dim Bhuna,True,
../data/validation/Egg_omlete/000579.jpg,Egg_omlete,Omelette,True,
../data/validation/Egg_omlete/000545.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000553.jpg,Egg_omlete,Egg Bhurji,True,
../data/validation/Egg_omlete/000584.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000590.jpg,Egg_omlete,Doi,True,
../data/validation/Egg_omlete/000591.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000585.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000546.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000509.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000521.jpg,Egg_omlete,Egg Bhuna,True,
../data/validation/Egg_omlete/000535.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000534.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000520.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000508.jpg,Egg_omlete,Egg muffins,True,
../data/validation/Egg_omlete/000522.jpg,Egg_omlete,Egg Bhurji,True,
../data/validation/Egg_omlete/000523.jpg,Egg_omlete,Haleem,True,
../data/validation/Egg_omlete/000537.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000533.jpg,Egg_omlete,Egg Fry,True,
../data/validation/Egg_omlete/000526.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000532.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000524.jpg,Egg_omlete,Omelette,True,
../data/validation/Egg_omlete/000530.jpg,Egg_omlete,Egg_omlete,True,
../data/validation/Egg_omlete/000518.jpg,Egg_omlete,Egg Bhuna,True,
../data/validation/Egg_omlete/000519.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000531.jpg,Egg_omlete,Omelette,True,
../data/validation/Egg_omlete/000525.jpg,Egg_omlete,Omelette,True,
../data/validation/Egg_omlete/000528.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000514.jpg,Egg_omlete,Egg Omelette,True,
../data/validation/Egg_omlete/000515.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000529.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000517.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000512.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000506.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000507.jpg,Egg_omlete,Egg Omelette,True,
../data/validation/Egg_omlete/000513.jpg,Egg_omlete,Egg Bhuna,True,
../data/validation/Egg_omlete/000505.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000511.jpg,Egg_omlete,Fried Egg,True,
../data/validation/Egg_omlete/000538.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000510.jpg,Egg_omlete,Pancakes,True,
../data/validation/Egg_omlete/000601.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000563.jpg,Egg_omlete,Egg Fry,True,
../data/validation/Egg_omlete/000577.jpg,Egg_omlete,Mashed Potato,True,
../data/validation/Egg_omlete/000589.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000576.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000562.jpg,Egg_omlete,Haleem,True,
../data/validation/Egg_omlete/000600.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000602.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000548.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000574.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000560.jpg,Egg_omlete,Egg Bhuna,True,
../data/validation/Egg_omlete/000575.jpg,Egg_omlete,Egg Bhurji,True,
../data/validation/Egg_omlete/000549.jpg,Egg_omlete,Egg Omelette,True,
../data/validation/Egg_omlete/000603.jpg,Egg_omlete,Egg Bhuna,True,
../data/validation/Egg_omlete/000571.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000565.jpg,Egg_omlete,Patishapta,True,
../data/validation/Egg_omlete/000559.jpg,Egg_omlete,Egg Bhuna,True,
../data/validation/Egg_omlete/000558.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000564.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000570.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000604.jpg,Egg_omlete,Dim Bhaji,True,
../data/validation/Egg_omlete/000566.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000572.jpg,Egg_omlete,Egg Omlete,True,
../data/validation/Egg_omlete/000599.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Egg_omlete/000573.jpg,Egg_omlete,Egg omelette,True,
../data/validation/Egg_omlete/000605.jpg,Egg_omlete,Egg Omlette,True,
../data/validation/Faluda/Faluda (120).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (116).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (117).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (121).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (126).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (130).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (131).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (127).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (128).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (132).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (124).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (125).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (133).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (113).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (129).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (122).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (118).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (114).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (115).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (119).jpg,Faluda,Faluda,True,
../data/validation/Faluda/Faluda (123).jpg,Faluda,Faluda,True,
../data/validation/Golap Jam/Golap Jam (151).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (147).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (146).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (150).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (136).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (157).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (141).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (140).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (156).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (160).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (137).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (159).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (138).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (143).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (155).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (154).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (142).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (139).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (158).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (135).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (145).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (153).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (149).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (148).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (152).jpg,Golap Jam,Golap Jam,True,
../data/validation/Golap Jam/Golap Jam (144).jpg,Golap Jam,Golap Jam,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (129).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (133).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (125).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (124).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (132).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (128).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (135).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (123).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (119).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (118).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (122).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (134).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (121).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (137).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (117).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (116).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (136).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (120).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (127).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (131).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (130).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Hafsi Sondesh/Hafsi Sondesh (126).jpg,Hafsi Sondesh,Hafsi Sondesh,True,
../data/validation/Haleem/000378.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000350.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000422.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000344.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000393.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000387.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000386.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000392.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000423.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000345.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000379.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000409.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000347.jpg,Haleem,Khichuri,True,
../data/validation/Haleem/000353.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000384.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000391.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000385.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000346.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000420.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000408.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000424.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000342.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000418.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000381.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000394.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000380.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000355.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000341.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000427.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000369.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000396.jpg,Haleem,Nehari,True,
../data/validation/Haleem/000382.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000383.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000397.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000340.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000426.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000354.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000333.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000326.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000332.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000334.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000336.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000339.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000338.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000328.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000371.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000403.jpg,Haleem,Khichuri,True,
../data/validation/Haleem/000365.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000402.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000364.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000358.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000428.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000400.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000372.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000399.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000398.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000367.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000401.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000363.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000377.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000411.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000376.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000410.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000360.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000348.jpg,Haleem,Mashed Eggplant,True,
../data/validation/Haleem/000361.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000407.jpg,Haleem,Mashed Eggplant,True,
../data/validation/Haleem/000413.jpg,Haleem,Haleem,True,
../data/validation/Haleem/000375.jpg,Haleem,Haleem,True,
../data/validation/Hilsha_fish/000378.jpg,Hilsha_fish,Panta Ilish,True,
../data/validation/Hilsha_fish/000422.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000387.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000386.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000437.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000379.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000435.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000384.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000390.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000391.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000385.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000408.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000430.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000418.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000395.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000380.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000419.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000431.jpg,Hilsha_fish,Nehari,True,
../data/validation/Hilsha_fish/000425.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000433.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000427.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000396.jpg,Hilsha_fish,Shorshe Ilish,True,
../data/validation/Hilsha_fish/000382.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000426.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000432.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000441.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000440.jpg,Hilsha_fish,Napa Pata Bhorta,True,
../data/validation/Hilsha_fish/000442.jpg,Hilsha_fish,Panta Ilish,True,
../data/validation/Hilsha_fish/000443.jpg,Hilsha_fish,Fried Fish,True,
../data/validation/Hilsha_fish/000447.jpg,Hilsha_fish,Fish Curry,True,
../data/validation/Hilsha_fish/000453.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000446.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000450.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000445.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000448.jpg,Hilsha_fish,Beef Kala Bhuna,True,
../data/validation/Hilsha_fish/000449.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000403.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000399.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000398.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000415.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000373.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000401.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000405.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000377.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000411.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000439.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000388.jpg,Hilsha_fish,Fried Hilsa,True,
../data/validation/Hilsha_fish/000389.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000410.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000404.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000412.jpg,Hilsha_fish,Hilsa Fish,True,
../data/validation/Hilsha_fish/000374.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000406.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000407.jpg,Hilsha_fish,Hilsa_fish,True,
../data/validation/Hilsha_fish/000413.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Hilsha_fish/000375.jpg,Hilsha_fish,Hilsa Fish Curry,True,
../data/validation/Jilapi/Jilapi (97).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (96).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (87).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (91).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (90).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (86).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (89).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (93).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (85).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (84).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (92).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (88).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (95).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (83).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (98).jpg,Jilapi,Jilapi,True,
../data/validation/Jilapi/Jilapi (94).jpg,Jilapi,Jilapi,True,
../data/validation/Kabab/000422.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000393.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000392.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000423.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000437.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000390.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000408.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000424.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000430.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000418.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000395.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000394.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000431.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000425.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000433.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000426.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000432.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000469.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000455.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000440.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000454.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000442.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000456.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000443.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000447.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000453.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000452.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000450.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000444.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000478.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000479.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000445.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000451.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000461.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000475.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000463.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000477.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000476.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000462.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000466.jpg,Kabab,Nehari,True,
../data/validation/Kabab/000467.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000471.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000465.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000458.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000464.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000417.jpg,Kabab,Phuchka,True,
../data/validation/Kabab/000403.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000402.jpg,Kabab,Biryani,True,
../data/validation/Kabab/000400.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000398.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000415.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000401.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000429.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000405.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000411.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000439.jpg,Kabab,French Fries,True,
../data/validation/Kabab/000438.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000410.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000404.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000412.jpg,Kabab,Dim Bhuna,True,
../data/validation/Kabab/000406.jpg,Kabab,Kabab,True,
../data/validation/Kabab/000407.jpg,Kabab,Kabab,True,
../data/validation/Kacha  Chana/Kacha  Chana (136).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (141).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (140).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (137).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (147).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (130).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (126).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (127).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (131).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (146).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (128).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (145).jpg,Kacha  Chana,Kacha  Chana,True,
../data/validation/Kacha  Chana/Kacha  Chana (132).jpg,Kacha  Chana,Kacha  Chana,True,
